COUNT    | Process Argument
       1 | process.args:("\\\\*", "diskfree", "rmdir", "mkdir", "dir", "del", "rename", "bcp", "*xmlnamespaces*", "?:\\mssql\\backup\\jobs\\sql_agent_backup_job.ps1", "k:\\mssql\\backup\\msdb", "k:\\mssql\\backup\\logins")
       1 | process.args:("+s" or "u+s" or /4[0-9]{3}/ or g+s or /2[0-9]{3}/)
       1 | process.args:("+s" or "u+s" or /4[0-9]{3}/ or g+s or /2[0-9]{3}/) 
       1 | process.args:("advfirewall" and "state" and "off")
       1 | process.args:("c:\\*program*files*\\*", "c:\\*program*files*\\*") 
       1 | process.args:("c:\\perflogs\\*", "c:\\users\\public\\*", "c:\\users\\default\\*", "c:\\windows\\tasks\\*", "c:\\intel\\*", "c:\\amd\\temp\\*", "c:\\windows\\appreadiness\\*", "c:\\windows\\servicestate\\*", "c:\\windows\\security\\*", "c:\\windows\\identitycrl\\*", "c:\\windows\\branding\\*", "c:\\windows\\csc\\*", "c:\\windows\\digitallocker\\*", "c:\\windows\\en- us\\*", "c:\\windows\\wlansvc\\*", "c:\\windows\\prefetch\\*", "c:\\windows\\fonts\\*", "c:\\windows\\diagnostics\\*", "c:\\windows\\tapi\\*", "c:\\windows\\inf\\*", "c:\\windows\\system32\\speech\\*", "c:\\windows\\tracing\\*", "c:\\windows\\ime\\*", "c:\\windows\\performance\\*", "c:\\windows\\intel\\*", "c:\\windows\\ms\\*", "c:\\windows\\dot3svc\\*", "c:\\windows\\serviceprofiles\\*", "c:\\windows\\panther\\*", "c:\\windows\\remotepackages\\*", "c:\\windows\\ocr\\*", "c:\\windows\\appcompat\\*", "c:\\windows\\apppatch\\*", "c:\\windows\\addins\\*", "c:\\windows\\setup\\*", "c:\\windows\\help\\*", "c:\\windows\\skb\\*", "c:\\windows\\vss\\*", "c:\\windows\\web\\*", "c:\\windows\\servicing\\*", "c:\\windows\\cbstemp\\*", "c:\\windows\\logs\\*", "c:\\windows\\waas\\*", "c:\\windows\\twain_32\\*", "c:\\windows\\shellexperiences\\*", "c:\\windows\\shellcomponents\\*", "c:\\windows\\pla\\*", "c:\\windows\\migration\\*", "c:\\windows\\debug\\*", "c:\\windows\\cursors\\*", "c:\\windows\\containers\\*", "c:\\windows\\boot\\*", "c:\\windows\\bcastdvr\\*", "c:\\windows\\assembly\\*", "c:\\windows\\textinput\\*", "c:\\windows\\security\\*", "c:\\windows\\schemas\\*", "c:\\windows\\schcache\\*", "c:\\windows\\resources\\*", "c:\\windows\\rescache\\*", "c:\\windows\\provisioning\\*", "c:\\windows\\printdialog\\*", "c:\\windows\\policydefinitions\\*", "c:\\windows\\media\\*", "c:\\windows\\globalization\\*", "c:\\windows\\l2schemas\\*", "c:\\windows\\livekernelreports\\*", "c:\\windows\\modemlogs\\*", "c:\\windows\\immersivecontrolpanel\\*", "c:\\$recycle.bin\\*")
       1 | process.args:("c:\\perflogs\\*", "c:\\users\\public\\*", "c:\\windows\\tasks\\*", "c:\\intel\\*", "c:\\amd\\temp\\*", "c:\\windows\\appreadiness\\*", "c:\\windows\\servicestate\\*", "c:\\windows\\security\\*", "c:\\windows\\identitycrl\\*", "c:\\windows\\branding\\*", "c:\\windows\\csc\\*", "c:\\windows\\digitallocker\\*", "c:\\windows\\en- us\\*", "c:\\windows\\wlansvc\\*", "c:\\windows\\prefetch\\*", "c:\\windows\\fonts\\*", "c:\\windows\\diagnostics\\*", "c:\\windows\\tapi\\*", "c:\\windows\\inf\\*", "c:\\windows\\system32\\speech\\*", "c:\\windows\\tracing\\*", "c:\\windows\\ime\\*", "c:\\windows\\performance\\*", "c:\\windows\\intel\\*", "c:\\windows\\ms\\*", "c:\\windows\\dot3svc\\*", "c:\\windows\\panther\\*", "c:\\windows\\remotepackages\\*", "c:\\windows\\ocr\\*", "c:\\windows\\appcompat\\*", "c:\\windows\\apppatch\\*", "c:\\windows\\addins\\*", "c:\\windows\\setup\\*", "c:\\windows\\help\\*", "c:\\windows\\skb\\*", "c:\\windows\\vss\\*", "c:\\windows\\servicing\\*", "c:\\windows\\cbstemp\\*", "c:\\windows\\logs\\*", "c:\\windows\\waas\\*", "c:\\windows\\twain_32\\*", "c:\\windows\\shellexperiences\\*", "c:\\windows\\shellcomponents\\*", "c:\\windows\\pla\\*", "c:\\windows\\migration\\*", "c:\\windows\\debug\\*", "c:\\windows\\cursors\\*", "c:\\windows\\containers\\*", "c:\\windows\\boot\\*", "c:\\windows\\bcastdvr\\*", "c:\\windows\\textinput\\*", "c:\\windows\\security\\*", "c:\\windows\\schemas\\*", "c:\\windows\\schcache\\*", "c:\\windows\\resources\\*", "c:\\windows\\rescache\\*", "c:\\windows\\provisioning\\*", "c:\\windows\\printdialog\\*", "c:\\windows\\policydefinitions\\*", "c:\\windows\\media\\*", "c:\\windows\\globalization\\*", "c:\\windows\\l2schemas\\*", "c:\\windows\\livekernelreports\\*", "c:\\windows\\modemlogs\\*", "c:\\windows\\immersivecontrolpanel\\*", "c:\\$recycle.bin\\*")
       1 | process.args:("c:\\perflogs\\*", "c:\\users\\public\\*", "c:\\windows\\tasks\\*", "c:\\intel\\*", "c:\\amd\\temp\\*", "c:\\windows\\appreadiness\\*", "c:\\windows\\servicestate\\*", "c:\\windows\\security\\*", "c:\\windows\\identitycrl\\*", "c:\\windows\\branding\\*", "c:\\windows\\csc\\*", "c:\\windows\\digitallocker\\*", "c:\\windows\\en- us\\*", "c:\\windows\\wlansvc\\*", "c:\\windows\\prefetch\\*", "c:\\windows\\fonts\\*", "c:\\windows\\diagnostics\\*", "c:\\windows\\tapi\\*", "c:\\windows\\inf\\*", "c:\\windows\\system32\\speech\\*", "c:\\windows\\tracing\\*", "c:\\windows\\ime\\*", "c:\\windows\\performance\\*", "c:\\windows\\intel\\*", "c:\\windows\\ms\\*", "c:\\windows\\dot3svc\\*", "c:\\windows\\panther\\*", "c:\\windows\\remotepackages\\*", "c:\\windows\\ocr\\*", "c:\\windows\\appcompat\\*", "c:\\windows\\apppatch\\*", "c:\\windows\\addins\\*", "c:\\windows\\setup\\*", "c:\\windows\\help\\*", "c:\\windows\\skb\\*", "c:\\windows\\vss\\*", "c:\\windows\\servicing\\*", "c:\\windows\\cbstemp\\*", "c:\\windows\\logs\\*", "c:\\windows\\waas\\*", "c:\\windows\\twain_32\\*", "c:\\windows\\shellexperiences\\*", "c:\\windows\\shellcomponents\\*", "c:\\windows\\pla\\*", "c:\\windows\\migration\\*", "c:\\windows\\debug\\*", "c:\\windows\\cursors\\*", "c:\\windows\\containers\\*", "c:\\windows\\boot\\*", "c:\\windows\\bcastdvr\\*", "c:\\windows\\textinput\\*", "c:\\windows\\security\\*", "c:\\windows\\schemas\\*", "c:\\windows\\schcache\\*", "c:\\windows\\resources\\*", "c:\\windows\\rescache\\*", "c:\\windows\\provisioning\\*", "c:\\windows\\printdialog\\*", "c:\\windows\\policydefinitions\\*", "c:\\windows\\media\\*", "c:\\windows\\globalization\\*", "c:\\windows\\l2schemas\\*", "c:\\windows\\livekernelreports\\*", "c:\\windows\\modemlogs\\*", "c:\\windows\\immersivecontrolpanel\\*", "c:\\$recycle.bin\\*") and /* noisy fp patterns */ not process.parent.executable:("c:\\windows\\system32\\driverstore\\file repository\\*\\igfxcuiservice*.exe", "c:\\windows\\system32\\spacedeskservice.exe", "c:\\program files\\dell\\supportassistagent\\sre\\sre.exe") and not (process.name:"rundll32.exe"
       1 | process.args:("c:\\perflogs\\*","c:\\users\\ public\\*","c:\\users\\default\\*","c:\\windows\\tasks\\*","c:\\intel\ \*", "c:\\amd\\temp\\*", "c:\\windows\\appreadiness\\*", "c:\\window s\\servicestate\\*","c:\\windows\\security\\*","c:\\windows\\identityc rl\\*","c:\\windows\\branding\\*","c:\\windows\\csc\\*", "c:\\windows\\digitallocker\\*","c:\\windows\\en-us\\*","c:\\windows\\ wlansvc\\*","c:\\windows\\prefetch\\*","c:\\windows\\fonts\\*", "c:\\ windows\\diagnostics\\*","c:\\windows\\tapi\\*","c:\\windows\\inf\\*", "c:\\windows\\system32\\speech\\*","c:\\windows\\tracing\\*", "c:\\wi ndows\\ime\\*","c:\\windows\\performance\\*","c:\\windows\\intel\\*"," c:\\windows\\ms\\*","c:\\windows\\dot3svc\\*","c:\\windows\\servicepro files\\*", "c:\\windows\\panther\\*","c:\\windows\\remotepackages\\*" ,"c:\\windows\\ocr\\*","c:\\windows\\appcompat\\*","c:\\windows\\apppa tch\\*","c:\\windows\\addins\\*", "c:\\windows\\setup\\*","c:\\window s\\help\\*","c:\\windows\\skb\\*","c:\\windows\\vss\\*","c:\\windows\\ web\\*","c:\\windows\\servicing\\*","c:\\windows\\cbstemp\\*", "c:\\w indows\\logs\\*","c:\\windows\\waas\\*","c:\\windows\\twain_32\\*","c:\\windows\\shellexperiences\\*","c:\\windows\\shellcomponents\\*","c:\ \windows\\pla\\*", "c:\\windows\\migration\\*","c:\\windows\\debug\\* ","c:\\windows\\cursors\\*","c:\\windows\\containers\\*","c:\\windows\ \boot\\*","c:\\windows\\bcastdvr\\*", "c:\\windows\\assembly\\*","c:\ \windows\\textinput\\*","c:\\windows\\security\\*","c:\\windows\\schem as\\*","c:\\windows\\schcache\\*","c:\\windows\\resources\\*", "c:\\w indows\\rescache\\*","c:\\windows\\provisioning\\*","c:\\windows\\prin tdialog\\*","c:\\windows\\policydefinitions\\*","c:\\windows\\media\\* ", "c:\\windows\\globalization\\*","c:\\windows\\l2schemas\\*","c:\\w indows\\livekernelreports\\*","c:\\windows\\modemlogs\\*","c:\\windows \\immersivecontrolpanel\\*", "c:\\$recycle.bin\\*")
       1 | process.args:("c:\\perflogs\\*","c:\\users\\public\\*","c:\\users\\default\\*","c:\\win dows\\tasks\\*","c:\\intel\\*", "c:\\amd\\temp\\*", "c:\\windows\\appreadiness\\*", "c:\\windows\\servicestate\\*","c:\\wi ndows\\security\\*","c:\\windows\\identitycrl\\*","c:\\windows\\brandi ng\\*","c:\\windows\\csc\\*", "c:\\windows\\digitallocker\\*","c:\\windows\\en-us\\*","c:\\windows\\ wlansvc\\*","c:\\windows\\prefetch\\*","c:\\windows\\fonts\\*", "c:\\ windows\\diagnostics\\*","c:\\windows\\tapi\\*","c:\\windows\\inf\\*", "c:\\windows\\system32\\speech\\*","c:\\windows\\tracing\\*", "c:\\wi ndows\\ime\\*","c:\\windows\\performance\\*","c:\\windows\\intel\\*"," c:\\windows\\ms\\*","c:\\windows\\dot3svc\\*","c:\\windows\\servicepro files\\*", "c:\\windows\\panther\\*","c:\\windows\\remotepackages\\*" ,"c:\\windows\\ocr\\*","c:\\windows\\appcompat\\*","c:\\windows\\apppa tch\\*","c:\\windows\\addins\\*", "c:\\windows\\setup\\*","c:\\window s\\help\\*","c:\\windows\\skb\\*","c:\\windows\\vss\\*","c:\\windows\\ web\\*","c:\\windows\\servicing\\*","c:\\windows\\cbstemp\\*", "c:\\w indows\\logs\\*","c:\\windows\\waas\\*","c:\\windows\\twain_32\\*","c:\\windows\\shellexperiences\\*","c:\\windows\\shellcomponents\\*","c:\ \windows\\pla\\*", "c:\\windows\\migration\\*","c:\\windows\\debug\\* ","c:\\windows\\cursors\\*","c:\\windows\\containers\\*","c:\\windows\ \boot\\*","c:\\windows\\bcastdvr\\*", "c:\\windows\\assembly\\*","c:\ \windows\\textinput\\*","c:\\windows\\security\\*","c:\\windows\\schem as\\*","c:\\windows\\schcache\\*","c:\\windows\\resources\\*", "c:\\w indows\\rescache\\*","c:\\windows\\provisioning\\*","c:\\windows\\prin tdialog\\*","c:\\windows\\policydefinitions\\*","c:\\windows\\media\\* ", "c:\\windows\\globalization\\*","c:\\windows\\l2schemas\\*","c:\\w indows\\livekernelreports\\*","c:\\windows\\modemlogs\\*","c:\\windows \\immersivecontrolpanel\\*")
       1 | process.args:("c:\\program files\\*", "c:\\program files (x86)\\*")
       1 | process.args:("chrome*", "chromium", "opera", "safari*", "brave", "microsoft edge", "edge", "firefox*")
       1 | process.args:("copy", "xcopy", "copy-item", "move", "cp", "mv")
       1 | process.args:("create" or "config" or "failure" or "start")
       1 | process.args:("delete" and "catalog")
       1 | process.args:("delete" and "shadows")
       1 | process.args:("elastic-agent", "stop")
       1 | process.args:("find-generic-password" or "find-internet-password")
       1 | process.args:("find-generic-password", "find-internet-password")
       1 | process.args:("firewall" and "set" and "disable")
       1 | process.args:("firewall", "advfirewall")
       1 | process.args:("little snitch" or avast* or avira* or eset* or esets_* or blockblock or 360* or lulu or knockknock* or kav or kis or rtprotectiondaemon or malware* or vshieldscanner or webprotection or webinspectord or mcafee* or isecespd* or macmnsvc* or masvc or kesl or avscan or guard or rtvscand or symcfgd or scmdaemon or symantec or elastic-endpoint)
       1 | process.args:("little snitch*", "avast*", "avira*", "eset*", "blockblock*", "360sec*", "lulu*", "knockknock*", "kav", "kis", "rtprotectiondaemon*", "malware*", "vshieldscanner*", "webprotection*", "webinspectord*", "mcafee*", "isecespd*", "macmnsvc*", "masvc*", "kesl*", "avscan*", "guard*", "rtvscand*", "symcfgd*", "scmdaemon*", "symantec*", "sophos*", "osquery*", "elastic-endpoint*") 
       1 | process.args:("shadowcopy" and "delete")
       1 | process.args:("user" and ("/add" or "/ad"))
       1 | process.args:("usn" and "deletejournal")
       1 | process.args:("uxtheme.dll,#64", "printui.dll,printuientry")
       1 | process.args:("wermgr.exe", "werfault.exe") and network.protocol != "dns" and network.direction:"outgoing" and destination.ip !="::1" and destination.ip !="127.0.0.1" 
       1 | process.args:("wermgr.exe", "werfault.exe") and network.protocol != "dns" and network.direction:("outgoing", "egress") and destination.ip !="::1" and destination.ip !="127.0.0.1" 
       1 | process.args:("winword.exe", "excel.exe", "outlook.exe", "powerpnt.exe"))
       1 | process.args:(("-setwebproxy" or "-setsecurewebproxy" or "-setautoproxyurl") and not (bluetooth or off))
       1 | process.args:(("/groups/admin" or admin) and ("-a" or "-append"))
       1 | process.args:((("-u" or "-pss") and "-p" and "-s") or ("/h" and "/shared") or ("-k" and "-lcq"))
       1 | process.args:((rmmod and sudo) or (modprobe and sudo and ("--remove" or "-r")))
       1 | process.args:(*\\ and ("-i" or "-s"))
       1 | process.args:(/[ll][ii][ss][tt]/ and /\/[tt][ee][xx][tt]\:[pp][aa][ss][ss][ww][oo][rr][dd]/)
       1 | process.args:(/autoclean)
       1 | process.args:(/system/volumes/data and noowners)
       1 | process.args:(com.apple.safari and write and not ( universalsearchenabled or suppresssearchsuggestions or webkittabtolinkspreferencekey or showfullurlinsmartsearchfield or com.apple.safari.contentpagegroupidentifier.webkit2tabstolinks))
       1 | process.args:(connectionstrings and "-pdf")
       1 | process.args:(echo and *nopasswd*all*)
       1 | process.args:(ishidden and create and (true or 1 or yes))
       1 | process.args:(rmmod and sudo or modprobe and sudo and ("--remove" or "-r"))
       1 | process.args:(setenv and not (java*_home or runtime_java_home or dbus_launchd_session_bus_socket or ant_home))
       1 | process.args:(shadowhashdata or "-dump")
       1 | process.args:(stop or pause or delete or "/pid" or "/im" or "/t" or "/f" or "/t" or "/f" or "/im" or "/pid")
       1 | process.args:*", "/format*:*", "*-format*:*") and not wildcard(process.command_line, "* /format:table *")] [library where event.type:"start" and file.name in ("jscript.dll", "vbscript.dll")
       1 | process.args:/\.[a-za-z0-9_\-][a-za-z0-9_\-\.]{1,254}/
       1 | process.args:/\/(home\/.{1,255}|root)\/\.bash_history/
       1 | process.args:copy_cred_cache
       1 | process.args:eyjkzwj1zyi6*

